2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
2.127638, 5.044757, 0.137463, 0.000000
